Plant,Date,Shift,Material Number,Bench,BWE,TWH,EWH,Stoppage,secs,BOUND HOURS,Time From,Time to,Duration,Group code,Cause code,stopcode,Remarks,Group code text,Cause code text
M002,06-12-2022,III,FG01LIGNITE,LHS,REC2,02.00,02.00,06.00,21600,08.00,2200,0230,04.30,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,06-12-2022,III,FG01LIGNITE,LHS,REC2,02.00,02.00,06.00,21600,08.00,0430,0600,01.30,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,07-12-2022,I,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,0600,1400,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,07-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,08.00,0600,0720,01.20,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,07-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,08.00,0815,0825,00.10,40,99,4099,SF1 Positioning for CC1 conveyor,Conveyor Operation,Other
M002,07-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,08.00,0845,0905,00.20,07,99,0799,TS-2  Stacker movement,Common Miscellaneous,Others
M002,07-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,08.00,1030,1215,01.45,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,07-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,08.00,1330,1335,00.05,40,99,4099,SF1 Positioning for CC1 Conveyor,Conveyor Operation,Other
M002,07-12-2022,I,FG01LIGNITE,LHS,REC2,02.50,02.50,05.10,18600,08.00,0600,0750,01.50,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,07-12-2022,I,FG01LIGNITE,LHS,REC2,02.50,02.50,05.10,18600,08.00,0845,0905,00.20,07,99,0799,TS-2  Stacker movement,Common Miscellaneous,Others
M002,07-12-2022,I,FG01LIGNITE,LHS,REC2,02.50,02.50,05.10,18600,08.00,1000,1300,03.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,07-12-2022,II,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,1400,2200,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,07-12-2022,II,FG01LIGNITE,LHS,REC1,06.25,06.25,01.35,5700,08.00,1520,1525,00.05,40,99,4099,SF1 Positioning for C1 Conveyor,Conveyor Operation,Other
M002,07-12-2022,II,FG01LIGNITE,LHS,REC1,06.25,06.25,01.35,5700,08.00,1610,1650,00.40,44,09,4409,R1 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,07-12-2022,II,FG01LIGNITE,LHS,REC1,06.25,06.25,01.35,5700,08.00,1815,1820,00.05,40,99,4099,SF1 Positioning for CC1 conveyor,Conveyor Operation,Other
M002,07-12-2022,II,FG01LIGNITE,LHS,REC1,06.25,06.25,01.35,5700,08.00,2115,2200,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,07-12-2022,II,FG01LIGNITE,LHS,REC2,03.35,03.35,04.25,15900,08.00,1530,1610,00.40,40,99,4099,TS-2 Conveyor-3 Roller changing,Conveyor Operation,Other
M002,07-12-2022,II,FG01LIGNITE,LHS,REC2,03.35,03.35,04.25,15900,08.00,1715,1745,00.30,40,05,4005,R2 TE Cleaning,Conveyor Operation,TE cleaning
M002,07-12-2022,II,FG01LIGNITE,LHS,REC2,03.35,03.35,04.25,15900,08.00,1845,2115,02.30,44,09,4409,R2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,07-12-2022,II,FG01LIGNITE,LHS,REC2,03.35,03.35,04.25,15900,08.00,2115,2200,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,07-12-2022,III,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,2200,0600,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,07-12-2022,III,FG01LIGNITE,LHS,REC1,03.30,03.30,04.30,16200,08.00,2200,2330,01.30,07,99,0799,Waiting for TS-2 Crew,Common Miscellaneous,Others
M002,07-12-2022,III,FG01LIGNITE,LHS,REC1,03.30,03.30,04.30,16200,08.00,0300,0600,03.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,07-12-2022,III,FG01LIGNITE,LHS,REC2,01.00,01.00,07.00,25200,08.00,2200,2300,01.00,07,99,0799,Waiting for TS-2 Expn conveyor,Common Miscellaneous,Others
M002,07-12-2022,III,FG01LIGNITE,LHS,REC2,01.00,01.00,07.00,25200,08.00,0000,0300,03.00,44,09,4409,R2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,07-12-2022,III,FG01LIGNITE,LHS,REC2,01.00,01.00,07.00,25200,08.00,0300,0600,03.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,08-12-2022,I,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,08-12-2022,I,FG01LIGNITE,LHS,REC1,04.40,04.40,03.20,12000,00.00,0600,0720,01.20,07,99,0799,Waiting for TS-2 conveyor,Common Miscellaneous,Others
M002,08-12-2022,I,FG01LIGNITE,LHS,REC1,04.40,04.40,03.20,12000,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,08-12-2022,I,FG01LIGNITE,LHS,REC2,02.50,02.50,05.10,18600,00.00,0600,0720,01.20,07,99,0799,Waiting for TS-2 Expn conveyor,Common Miscellaneous,Others
M002,08-12-2022,I,FG01LIGNITE,LHS,REC2,02.50,02.50,05.10,18600,00.00,0800,0820,00.20,07,99,0799,TS-2 Expn. stacker Stopped & Started,Common Miscellaneous,Others
M002,08-12-2022,I,FG01LIGNITE,LHS,REC2,02.50,02.50,05.10,18600,00.00,0900,1000,01.00,45,01,4501,R2 Roller removal & R2 TE Cleaning,Conveyor CMM,Line  roller changing/removal
M002,08-12-2022,I,FG01LIGNITE,LHS,REC2,02.50,02.50,05.10,18600,00.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,08-12-2022,I,FG01LIGNITE,LHS,REC2,02.50,02.50,05.10,18600,00.00,1330,1400,00.30,07,99,0799,Crew changing,Common Miscellaneous,Others
M002,08-12-2022,II,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,08-12-2022,II,FG01LIGNITE,LHS,REC1,05.30,05.30,02.30,9000,00.00,1400,1500,01.00,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,08-12-2022,II,FG01LIGNITE,LHS,REC1,05.30,05.30,02.30,9000,00.00,2000,2015,00.15,07,99,0799,TS-2 Stacker cleaning,Common Miscellaneous,Others
M002,08-12-2022,II,FG01LIGNITE,LHS,REC1,05.30,05.30,02.30,9000,00.00,2045,2200,01.15,07,01,0701,Rain,Common Miscellaneous,Rain
M002,08-12-2022,II,FG01LIGNITE,LHS,REC2,05.40,05.40,02.20,8400,00.00,1400,1500,01.00,07,99,0799,Waiting for TS-2 Expn. Conveyor,Common Miscellaneous,Others
M002,08-12-2022,II,FG01LIGNITE,LHS,REC2,05.40,05.40,02.20,8400,00.00,1815,1820,00.05,40,99,4099,SF2 to CC1,Conveyor Operation,Other
M002,08-12-2022,II,FG01LIGNITE,LHS,REC2,05.40,05.40,02.20,8400,00.00,2045,2200,01.15,07,01,0701,Rain,Common Miscellaneous,Rain
M002,08-12-2022,III,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,08-12-2022,III,FG01LIGNITE,LHS,REC1,06.30,06.30,01.30,5400,00.00,2200,2330,01.30,80,99,8099,NR1 TE Cleaning,Reclaimer Operation,Others
M002,08-12-2022,III,FG01LIGNITE,LHS,REC2,03.10,03.10,04.50,17400,00.00,2200,2330,01.30,80,99,8099,NR2 TE Cleaning,Reclaimer Operation,Others
M002,08-12-2022,III,FG01LIGNITE,LHS,REC2,03.10,03.10,04.50,17400,00.00,0240,0600,03.20,44,99,4499,NR2 Conveyor old flapped cut opened,Conveyor Vulcanising,Others
M002,09-12-2022,I,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,09-12-2022,I,FG01LIGNITE,LHS,REC1,06.45,06.45,01.15,4500,00.00,1100,1130,00.30,40,05,4005,RC-1 Chute cleaning,Conveyor Operation,TE cleaning
M002,09-12-2022,I,FG01LIGNITE,LHS,REC1,06.45,06.45,01.15,4500,00.00,1315,1400,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,09-12-2022,I,FG01LIGNITE,LHS,REC2,00.30,00.30,07.30,27000,00.00,0600,1245,06.45,44,09,4409,R2 belt old flap cut & BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,09-12-2022,I,FG01LIGNITE,LHS,REC2,00.30,00.30,07.30,27000,00.00,1315,1400,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,09-12-2022,II,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,09-12-2022,II,FG01LIGNITE,LHS,REC1,05.40,05.40,02.20,8400,00.00,1400,1520,01.20,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,09-12-2022,II,FG01LIGNITE,LHS,REC1,05.40,05.40,02.20,8400,00.00,1830,1930,01.00,07,99,0799,TS-2 Stacker travel changing,Common Miscellaneous,Others
M002,09-12-2022,II,FG01LIGNITE,LHS,REC2,04.55,04.55,03.05,11100,00.00,1400,1520,01.20,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,09-12-2022,II,FG01LIGNITE,LHS,REC2,04.55,04.55,03.05,11100,00.00,1830,1930,01.00,44,09,4409,R2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,09-12-2022,II,FG01LIGNITE,LHS,REC2,04.55,04.55,03.05,11100,00.00,1930,2015,00.45,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,09-12-2022,III,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,09-12-2022,III,FG01LIGNITE,LHS,REC1,04.00,04.00,04.00,14400,00.00,2200,2330,01.30,44,11,4411,CC2 Conveyor old edge flap cut got extended & Chambering by,Conveyor Vulcanising,Belt edge Chambering work
M002,09-12-2022,III,FG01LIGNITE,LHS,REC1,04.00,04.00,04.00,14400,00.00,2330,0030,01.00,07,99,0799,TS-2 Stacker boom conveyor not started,Common Miscellaneous,Others
M002,09-12-2022,III,FG01LIGNITE,LHS,REC1,04.00,04.00,04.00,14400,00.00,0300,0400,01.00,07,01,0701,Rain,Common Miscellaneous,Rain
M002,09-12-2022,III,FG01LIGNITE,LHS,REC1,04.00,04.00,04.00,14400,00.00,0400,0430,00.30,07,99,0799,TS-2 Stacker boom conveyor not started,Common Miscellaneous,Others
M002,09-12-2022,III,FG01LIGNITE,LHS,REC2,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,10-12-2022,I,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,10-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,00.00,0600,0645,00.45,40,99,4099,RC-1 Chute cleaning,Conveyor Operation,Other
M002,10-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,00.00,0750,0815,00.25,07,99,0799,TS-2 Conveyor-II Electrical trouble,Common Miscellaneous,Others
M002,10-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,00.00,1045,1245,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,10-12-2022,I,FG01LIGNITE,LHS,REC1,04.20,04.20,03.40,13200,00.00,1245,1315,00.30,48,16,4816,CC1 Electrical trouble,Conveyor Electrical,Electrical work/trouble.
M002,10-12-2022,I,FG01LIGNITE,LHS,REC2,03.20,03.20,04.40,16800,00.00,0600,0645,00.45,07,99,0799,Late arrival of crew due to pickup van bogged,Common Miscellaneous,Others
M002,10-12-2022,I,FG01LIGNITE,LHS,REC2,03.20,03.20,04.40,16800,00.00,0730,0740,00.10,40,99,4099,SF-2 to C1 Positioning,Conveyor Operation,Other
M002,10-12-2022,I,FG01LIGNITE,LHS,REC2,03.20,03.20,04.40,16800,00.00,0945,1145,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,10-12-2022,I,FG01LIGNITE,LHS,REC2,03.20,03.20,04.40,16800,00.00,1145,1315,01.30,81,99,8199,"R2 Frame no : 79, 80, 81 & 82 Changing",Reclaimer MM,Other Works
M002,10-12-2022,I,FG01LIGNITE,LHS,REC2,03.20,03.20,04.40,16800,00.00,1315,1330,00.15,07,99,0799,Waiting for TS-2 Expn Conveyor,Common Miscellaneous,Others
M002,10-12-2022,II,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,10-12-2022,II,FG01LIGNITE,LHS,REC1,06.35,06.35,01.25,5100,00.00,1600,1605,00.05,40,99,4099,SF1 to C1,Conveyor Operation,Other
M002,10-12-2022,II,FG01LIGNITE,LHS,REC1,06.35,06.35,01.25,5100,00.00,1645,1650,00.05,40,99,4099,SF1 to CC1,Conveyor Operation,Other
M002,10-12-2022,II,FG01LIGNITE,LHS,REC1,06.35,06.35,01.25,5100,00.00,2000,2030,00.30,40,05,4005,CC2 TE Cleaning,Conveyor Operation,TE cleaning
M002,10-12-2022,II,FG01LIGNITE,LHS,REC1,06.35,06.35,01.25,5100,00.00,2115,2200,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,10-12-2022,II,FG01LIGNITE,LHS,REC2,04.00,04.00,04.00,14400,00.00,1600,1845,02.45,44,09,4409,R2 Conveyor BTR Clamp fixing & SF2 to CC1,Conveyor Vulcanising,BTR Clamp fixing
M002,10-12-2022,II,FG01LIGNITE,LHS,REC2,04.00,04.00,04.00,14400,00.00,2000,2030,00.30,40,05,4005,CC2 TE Cleaning,Conveyor Operation,TE cleaning
M002,10-12-2022,II,FG01LIGNITE,LHS,REC2,04.00,04.00,04.00,14400,00.00,2115,2200,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,10-12-2022,III,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,2200,0600,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,10-12-2022,III,FG01LIGNITE,LHS,REC1,03.30,03.30,04.30,16200,00.00,2200,2330,01.30,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,10-12-2022,III,FG01LIGNITE,LHS,REC1,03.30,03.30,04.30,16200,00.00,0300,0515,02.15,44,09,4409,R1 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,10-12-2022,III,FG01LIGNITE,LHS,REC1,03.30,03.30,04.30,16200,00.00,0515,0600,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,10-12-2022,III,FG01LIGNITE,LHS,REC2,03.45,03.45,04.15,15300,00.00,2200,2330,01.30,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,10-12-2022,III,FG01LIGNITE,LHS,REC2,03.45,03.45,04.15,15300,00.00,2330,0100,01.30,44,09,4409,R2  BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,10-12-2022,III,FG01LIGNITE,LHS,REC2,03.45,03.45,04.15,15300,00.00,0415,0445,00.30,40,05,4005,R2 TE Cleaning,Conveyor Operation,TE cleaning
M002,10-12-2022,III,FG01LIGNITE,LHS,REC2,03.45,03.45,04.15,15300,00.00,0515,0600,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,11-12-2022,I,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,0600,1400,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,11-12-2022,I,FG01LIGNITE,LHS,REC1,03.40,03.40,04.20,15600,08.00,0600,0735,01.35,07,99,0799,waiting for TS-2 conveyor,Common Miscellaneous,Others
M002,11-12-2022,I,FG01LIGNITE,LHS,REC1,03.40,03.40,04.20,15600,08.00,1000,1200,02.00,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,11-12-2022,I,FG01LIGNITE,LHS,REC1,03.40,03.40,04.20,15600,08.00,1315,1400,00.45,07,99,0799,TS-2 crew changing,Common Miscellaneous,Others
M002,11-12-2022,I,FG01LIGNITE,LHS,REC2,03.15,03.15,04.45,17100,08.00,0600,0720,01.20,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,11-12-2022,I,FG01LIGNITE,LHS,REC2,03.15,03.15,04.45,17100,08.00,1000,1240,02.40,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,11-12-2022,I,FG01LIGNITE,LHS,REC2,03.15,03.15,04.45,17100,08.00,1315,1400,00.45,07,99,0799,TS-2 Crew changing,Common Miscellaneous,Others
M002,11-12-2022,II,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,1400,2200,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,11-12-2022,II,FG01LIGNITE,LHS,REC1,00.30,00.30,07.30,27000,08.00,1400,1445,00.45,07,99,0799,waiting  for TS-2 conveyor,Common Miscellaneous,Others
M002,11-12-2022,II,FG01LIGNITE,LHS,REC1,00.30,00.30,07.30,27000,08.00,1500,1515,00.15,40,99,4099,SF1 to CC1 positioning,Conveyor Operation,Other
M002,11-12-2022,II,FG01LIGNITE,LHS,REC1,00.30,00.30,07.30,27000,08.00,1530,1830,03.00,07,01,0701,Rain,Common Miscellaneous,Rain
M002,11-12-2022,II,FG01LIGNITE,LHS,REC1,00.30,00.30,07.30,27000,08.00,1830,2200,03.30,07,99,0799,TS-2 conveyor-2 drive motor failure,Common Miscellaneous,Others
M002,11-12-2022,II,FG01LIGNITE,LHS,REC2,00.00,00.00,08.00,28800,08.00,1400,2200,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,11-12-2022,III,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,2200,0600,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,11-12-2022,III,FG01LIGNITE,LHS,REC1,03.50,03.50,04.10,15000,08.00,2200,2330,01.30,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,11-12-2022,III,FG01LIGNITE,LHS,REC1,03.50,03.50,04.10,15000,08.00,0150,0250,01.00,07,99,0799,TS-2 Expn. Conveyor 2B pin fixing,Common Miscellaneous,Others
M002,11-12-2022,III,FG01LIGNITE,LHS,REC1,03.50,03.50,04.10,15000,08.00,0330,0350,00.20,48,16,4816,RC1 Slewing Electrical trouble,Conveyor Electrical,Electrical work/trouble.
M002,11-12-2022,III,FG01LIGNITE,LHS,REC1,03.50,03.50,04.10,15000,08.00,0440,0600,01.20,07,99,0799,TS-2 Expn. conveyor stopped,Common Miscellaneous,Others
M002,11-12-2022,III,FG01LIGNITE,LHS,REC2,01.50,01.50,06.10,22200,08.00,2200,0040,02.40,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,11-12-2022,III,FG01LIGNITE,LHS,REC2,01.50,01.50,06.10,22200,08.00,0140,0240,01.00,07,99,0799,TS-2 Conveyor-2 Stopped,Common Miscellaneous,Others
M002,11-12-2022,III,FG01LIGNITE,LHS,REC2,01.50,01.50,06.10,22200,08.00,0300,0400,01.00,07,99,0799,TS-2 Conveyor-2 Stopped/ Started,Common Miscellaneous,Others
M002,11-12-2022,III,FG01LIGNITE,LHS,REC2,01.50,01.50,06.10,22200,08.00,0430,0600,01.30,07,99,0799,TS-2 conveyor-2 stopped,Common Miscellaneous,Others
M002,12-12-2022,I,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,0600,1400,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,12-12-2022,I,FG01LIGNITE,LHS,REC1,02.25,02.25,05.35,20100,08.00,0600,0750,01.50,07,99,0799,Waiting for Expn. conveyor,Common Miscellaneous,Others
M002,12-12-2022,I,FG01LIGNITE,LHS,REC1,02.25,02.25,05.35,20100,08.00,1000,1230,02.30,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,12-12-2022,I,FG01LIGNITE,LHS,REC1,02.25,02.25,05.35,20100,08.00,1230,1300,00.30,07,99,0799,Expn. conv.stopped & Started,Common Miscellaneous,Others
M002,12-12-2022,I,FG01LIGNITE,LHS,REC1,02.25,02.25,05.35,20100,08.00,1315,1400,00.45,07,01,0701,Rain,Common Miscellaneous,Rain
M002,12-12-2022,I,FG01LIGNITE,LHS,REC2,02.30,02.30,05.30,19800,08.00,0600,0845,02.45,07,99,0799,Waiting for TS-2 conveyor,Common Miscellaneous,Others
M002,12-12-2022,I,FG01LIGNITE,LHS,REC2,02.30,02.30,05.30,19800,08.00,1000,1045,00.45,07,99,0799,TS-2 conv.stopped & Started,Common Miscellaneous,Others
M002,12-12-2022,I,FG01LIGNITE,LHS,REC2,02.30,02.30,05.30,19800,08.00,1200,1300,01.00,44,09,4409,R2 BTR Clamp fixing,Conveyor Vulcanising,BTR Clamp fixing
M002,12-12-2022,I,FG01LIGNITE,LHS,REC2,02.30,02.30,05.30,19800,08.00,1300,1400,01.00,07,01,0701,Rain,Common Miscellaneous,Rain
M002,12-12-2022,II,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,1400,2200,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,12-12-2022,II,FG01LIGNITE,LHS,REC1,00.45,00.45,07.15,26100,08.00,1400,2030,06.30,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,12-12-2022,II,FG01LIGNITE,LHS,REC1,00.45,00.45,07.15,26100,08.00,2115,2200,00.45,07,99,0799,TS-2 Conveyor Stopped,Common Miscellaneous,Others
M002,12-12-2022,II,FG01LIGNITE,LHS,REC2,05.15,05.15,02.45,9900,08.00,1400,1530,01.30,07,99,0799,Waiting for TS-2 Expn. Conveyor,Common Miscellaneous,Others
M002,12-12-2022,II,FG01LIGNITE,LHS,REC2,05.15,05.15,02.45,9900,08.00,2015,2030,00.15,07,99,0799,TS-2 Expn Stacker side changing,Common Miscellaneous,Others
M002,12-12-2022,II,FG01LIGNITE,LHS,REC2,05.15,05.15,02.45,9900,08.00,2100,2200,01.00,07,99,0799,TS-2 Expn Conveyor Stopped,Common Miscellaneous,Others
M002,12-12-2022,III,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,08.00,2200,0600,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,12-12-2022,III,FG01LIGNITE,LHS,REC1,06.40,06.40,01.20,4800,08.00,2200,2320,01.20,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,12-12-2022,III,FG01LIGNITE,LHS,REC2,05.10,05.10,02.50,10200,08.00,2200,2320,01.20,07,99,0799,Waiting for TS-2 Conveyor,Common Miscellaneous,Others
M002,12-12-2022,III,FG01LIGNITE,LHS,REC2,05.10,05.10,02.50,10200,08.00,0230,0300,00.30,40,05,4005,R2 TE Cleaning,Conveyor Operation,TE cleaning
M002,12-12-2022,III,FG01LIGNITE,LHS,REC2,05.10,05.10,02.50,10200,08.00,0500,0600,01.00,40,05,4005,R2 TE Cleaning,Conveyor Operation,TE cleaning
M002,13-12-2022,I,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,0600,1400,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,13-12-2022,I,FG01LIGNITE,LHS,REC1,02.40,02.40,05.20,19200,00.00,0600,0640,00.40,40,99,4099,R1 Buffer door cleaning,Conveyor Operation,Other
M002,13-12-2022,I,FG01LIGNITE,LHS,REC1,02.40,02.40,05.20,19200,00.00,0700,0800,01.00,44,99,4499,core wounded in R1 TE secondary drum & cleaning,Conveyor Vulcanising,Others
M002,13-12-2022,I,FG01LIGNITE,LHS,REC1,02.40,02.40,05.20,19200,00.00,0930,1000,00.30,07,01,0701,Rain,Common Miscellaneous,Rain
M002,13-12-2022,I,FG01LIGNITE,LHS,REC1,02.40,02.40,05.20,19200,00.00,1000,1210,02.10,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,13-12-2022,I,FG01LIGNITE,LHS,REC1,02.40,02.40,05.20,19200,00.00,1300,1400,01.00,07,99,0799,Expn.conveyor stopped,Common Miscellaneous,Others
M002,13-12-2022,I,FG01LIGNITE,LHS,REC2,02.25,02.25,05.35,20100,00.00,0600,0640,00.40,40,99,4099,R2 TE cleaning & Buffer door cleaning,Conveyor Operation,Other
M002,13-12-2022,I,FG01LIGNITE,LHS,REC2,02.25,02.25,05.35,20100,00.00,0840,0920,00.40,07,99,0799,TS-2 stacker travel side changing,Common Miscellaneous,Others
M002,13-12-2022,I,FG01LIGNITE,LHS,REC2,02.25,02.25,05.35,20100,00.00,0930,1000,00.30,07,01,0701,Rain,Common Miscellaneous,Rain
M002,13-12-2022,I,FG01LIGNITE,LHS,REC2,02.25,02.25,05.35,20100,00.00,1000,1245,02.45,30,02,3002,Daily maintenance,Planned Operation,Daily maintenance
M002,13-12-2022,I,FG01LIGNITE,LHS,REC2,02.25,02.25,05.35,20100,00.00,1245,1300,00.15,84,99,8499,R2 Belt measurement by Vul.crew,Reclaimer Vulcanising,Others
M002,13-12-2022,I,FG01LIGNITE,LHS,REC2,02.25,02.25,05.35,20100,00.00,1315,1400,00.45,07,99,0799,TS-2 crew changing,Common Miscellaneous,Others
M002,13-12-2022,II,FG01LIGNITE,LHS,1231,00.00,00.00,08.00,28800,00.00,1400,2200,08.00,07,21,0721,Machine on Stand-By,Common Miscellaneous,Machine on Stand-By
M002,13-12-2022,II,FG01LIGNITE,LHS,REC1,05.25,05.25,02.35,9300,00.00,1400,1500,01.00,07,99,0799,Waiting for TS-2 Expn conveyor,Common Miscellaneous,Others
M002,13-12-2022,II,FG01LIGNITE,LHS,REC1,05.25,05.25,02.35,9300,00.00,1635,1645,00.10,40,99,4099,SF1 to CC1 positioning,Conveyor Operation,Other
M002,13-12-2022,II,FG01LIGNITE,LHS,REC1,05.25,05.25,02.35,9300,00.00,1915,1925,00.10,40,99,4099,SF1 to C1 positioning,Conveyor Operation,Other
M002,13-12-2022,II,FG01LIGNITE,LHS,REC1,05.25,05.25,02.35,9300,00.00,2045,2200,01.15,44,99,4499,R1 flap opened,Conveyor Vulcanising,Others
